title,picture,author,synopsis,classement,language,genre,link_fanfic
Tit for Tat,/static/images/d_60_90.jpg,Moira,"A straightforward fight on the high seas gets complicated as a split second decision by Sanji will change the relationship between himself and Zoro forever. T for Language/Violence -Updated!- After 10 years! (Shocking, I know) Updates: Revised chapters 1&2, brand new chapters - 3, 4, 5, 6 and now 7! The story is...complete!",Rated: T , English , Drama/Hurt/Comfort ,/s/7565710/1/Tit-for-Tat
Do You Dare Me?,/static/images/d_60_90.jpg,Do You Dare Me?,Robin receives an unexpected ride home from Luffy's frat party. A silly game ensues. Robin x Law. One Shot. AU modern university. T for suggestive content/language and minor alcohol use/drug use/smoking.,Rated: T , English , Romance ,/s/14033858/1/Do-You-Dare-Me
One Piece: The Rising Sun,/static/images/d_60_90.jpg,One Piece: The Rising Sun,"The tales of a Bounty Hunter and his quest for adventure, fortune, and to change the World. In memory of Fisher Tiger.",Rated: T , English , Adventure ,/s/7017971/1/One-Piece-The-Rising-Sun
Beauty and Brawn,/static/images/d_60_90.jpg,Beauty and Brawn,Many things washed up on the shore's of Water 7 but a baby is a first. She was found and raised by the Franky and Iceburg given the name Umiko. She grows to be a young woman of few words and the only thing that can rival her beauty is her monstrous strength. Her journey in life is just beginning once she meets the Straw Hat Pirates. OCxSurprise Canon Character.,Rated: T , English , Romance/Adventure ,/s/11834459/1/Beauty-and-Brawn
The Informer,/static/images/d_60_90.jpg,ThingsthatIkeptformyself,"The alliance needs Kate's information in order to succeed their mission on Dressrosa. But, due to past event unknown from the crew, Luffy doesn't welcome Kate like he should. Kate ended up working with them despite her hates for Luffy. Kate's past will slowly be reveled as the story involve and Law knows more about her than he tells. I suck at summary but come read it!",Rated: K , English , Adventure/Drama ,/s/14021638/1/The-Informer
Fluff and Fire,/static/images/d_60_90.jpg,Fluff and Fire,"One year before Ace is supposed to leave Dawn Island, Luffy comes across a strange fruit that slightly changes his physiology. To escape Garp and the marine scientists who have their eyes on his baby brother, Ace ""kidnaps"" Luffy and enters the Grand Line a little earlier than intended. But when they're captured by slavers and separated, will they ever find each other?",Rated: T , English , Family/Hurt/Comfort ,/s/13024503/1/Fluff-and-Fire
Connect,/static/images/d_60_90.jpg,middaysuperh,Luffy and his journey collecting the Straw Hat crew after posting an ad looking for members,Rated: K+ , English , Adventure/Friendship ,/s/14033352/1/Connect
I'm human not dog,/static/images/d_60_90.jpg,I'm human not dog,"[UA] Tuer,tuer,tuer, il ne connaissait que ce mot. Sa vie était depuis le début dictée. C'est le destin qu'ils disent mais est-ce réellement la vérité?Devait-il être alors considéré comme un chien?Ou l'humain qu'il a toujours était?",Rated: T , French , Drama/Angst ,/s/11828753/1/I-m-human-not-dog
Through Thick and Thin,/static/images/d_60_90.jpg,Through Thick and Thin,"A series of drabbles that focus on the school life of Usopp and Luka, going through normal school activities, high school problems, and a few appearances by the other Strawhats. Reboot of Through Thick and Thin, Modern AU, Fem!Luffy, LuffyxUsopp, nakamaship.",Rated: K , English , Friendship/Romance ,/s/9420932/1/Through-Thick-and-Thin
Buggy the curse demon child,/static/images/d_60_90.jpg,Buggy the curse demon child,BUGGY IS A GIRL THAT HER Father FORSE HER TO BE CURSE AND BE A DEMON BUT ONE DAY SHE MEET A PIRATE NAME GOLD D ROGER. (different devil fruit) (oc),Rated: K , English , Romance/Hurt/Comfort ,/s/14026816/1/Buggy-the-curse-demon-child
Black Orchid and White Lotus Petals,/static/images/d_60_90.jpg,Black Orchid and White Lotus Petals,"Love could be dangerous. When Shanks contracted Hanahaki Disease, he kept it a secret from everyone. Mihawk never thought he would catch Hanahaki, but to him, gaining it was worth it. Love Like You Week One: Hanahaki Disease. Mihawk/Shanks.",Rated: T , English , Romance/Hurt/Comfort ,/s/14032897/1/Black-Orchid-and-White-Lotus-Petals
The Insignificance of A Name,/static/images/d_60_90.jpg,PhoenixKaizen,"Twenty years ago, the name Gol D. Ace appeared on Marco's wrist. Seventeen years later, he meets Portgas D. Ace. As Ace is captured and set for execution, he discovers that his soulmate had been by his side all along. Marco/Ace. Love Like You: Week One: Soulmate AU.",Rated: T , English , Romance/Hurt/Comfort ,/s/14032874/1/The-Insignificance-of-A-Name
La Inocencia Viste De Blanco,/static/images/d_60_90.jpg,RozenDark,"Al descubrir el linaje de Luffy, ella deberá vivir bajo el cuidado de Barbablanca, donde volverá a ver a su hermano perdido. Lástima que Ace no la recuerde en lo absoluto y la deteste por ser nieta de un marine, aunque ella no se rendirá hasta recuperar a su hermano... AceLu (Ace x FemLuffy)",Rated: K+ , Spanish , Adventure/Drama ,/s/14015698/1/La-Inocencia-Viste-De-Blanco
If Everyone Cared,/static/images/d_60_90.jpg,PhoenixKaizen,"Ace was only supposed to go on a supply run, not come back with a child. This was absolutely something Ace could manage to do. Marco/Ace. Deaged!Shanks.",Rated: T , English , Romance/Family ,/s/13975513/1/If-Everyone-Cared
In Our Own Way,/static/images/d_60_90.jpg,In Our Own Way,"Zoro and Robin get to know each other outside (and occasionally inside) of combat. They fall slowly, carefully in love with one another despite being private, guarded people. Multiple chapters, several adventures.",Rated: T , English , Romance/Hurt/Comfort ,/s/13060966/1/In-Our-Own-Way
Caring for his crew,/static/images/d_60_90.jpg,Fairykick,Luffy trying to cheer up his nakama after the timeskip.,Rated: K , English , Friendship ,/s/14032614/1/Caring-for-his-crew
Noël à Marineford !,/static/images/d_60_90.jpg,Chesca-Shan,"Après Halloween, Marineford fête Noël ! Suivez les aventures de Chesca, et de son amie Saphir (OC d'une amie). Les gradés de la Marine auront une agréable surprise ! [Nouveau chapitre pour Nöel 2020 ! ]",Rated: K+ , French , Romance ,/s/13475734/1/No%C3%ABl-%C3%A0-Marineford
One Piece : Rewind!,/static/images/d_60_90.jpg,T-Aj71721291,"They made it! They went all the way to Laugh Tale, and yet, their victory was short-lived. What to do then? Why return to the point where they needed to improve the most, and improve more than they should. Time travel, I know! Warning : ",Rated: T , English , Adventure/Fantasy ,/s/14018446/1/One-Piece-Rewind
The Only One That I Want,/static/images/d_60_90.jpg,Lazymonkeyninja,Much to Sanji's frustration Zoro keeps turning down women. What does it mean? (ZoSan),Rated: T , English , Romance/Humor ,/s/14032464/1/The-Only-One-That-I-Want
One Piece Fates Intertwined,/static/images/d_60_90.jpg,Demon heart 12,"what if the time difference between Luffy and Robin was much smaller, what would happen if he arrived on her island somehow before the buster call happened. how will their presence in each others lives affect each other. Follow their adventures as they grow together and sail the seas in hopes of achieving their dreams.",Rated: K , English , Adventure/Romance ,/s/13967402/1/One-Piece-Fates-Intertwined
Luffy Selects the Bees,/static/images/d_60_90.jpg,Luffy Selects the Bees,"A little one-off story I wrote on a whim. Luffy selects the bees at an Applebee's, and things go pear-shaped.",Rated: T , English , Humor/Horror ,/s/14032131/1/Luffy-Selects-the-Bees
Shuffle Piece,/static/images/d_60_90.jpg,Shuffle Piece,"What if Nami was the captain of the Straw Hat Pirates? What if Garp was a Yonko? What if Enel was a Warlord? What if Arlong was a Marine? Around 200 One Piece characters have had their roles in the story swapped around, with the Straw Hats even trading and changing around their movesets. How will the story of One Piece be affected by these different personalities and powers?",Rated: T , English , Adventure ,/s/13643228/1/Shuffle-Piece
A Person Extremely Wanted,/static/images/d_60_90.jpg,Thomas Drovin,"PEW is short for (A Person Extremely Wanted) he is known as the Information Broker of the seas. If you want to know something about anyone or anything in ANY of the Blues, Grand Line or Red Line, PEW is your man. It matters not if you are Pirate, Marine or anyone else for the right price, its WHY his services are extremely wanted. But WHO is PEW really? Read on to get some answers!",Rated: T , English , Mystery/Adventure ,/s/13892510/1/A-Person-Extremely-Wanted
THE PRINCE 'KNIGHT',/static/images/d_60_90.jpg,Natsuminatsu,"Ann, Sab and Lu are three princess in run. They hide their identity among the commoners while tried to keep on living and making plan for their revenge on their enemy, Akainu. Their beloved father and mother were capture by Akainu and ruling the Raftel Kingdom with cruelty. how can Ann, Sab and Lu rescuing their parent? Fem!Ace, Fem!Sabo, Fem!Luffy",Rated: T , English , Adventure ,/s/13705521/1/THE-PRINCE-KNIGHT
How A Feline Screwed Up Marineford,/static/images/d_60_90.jpg,PhoenixKaizen,"When Ace's execution is underway, the Marines panic as they realize that Ace is no longer on the scaffold, and why is there a cat attacking Marines?or, Ace has the ability to transform into a cat and promptly screws up his own execution. Minor Marco/Ace.",Rated: T , English , Romance/Hurt/Comfort ,/s/14031776/1/How-A-Feline-Screwed-Up-Marineford
