title,picture,author,synopsis,classement,language,genre,link_fanfic
Walls Are Meant To Be Climbed,/static/images/d_60_90.jpg,Rand'alThor1894,"Walls are meant to be climbed...seriously how the hell has no one made a Spider-Man fic with that title! It's a damn perfect fit. Anyway here's my first ever self-insert fic. This is somewhat of a test run. If it's good, I'll definitely continue it. First few chapters are heavily influenced by Spectacular Spider-Man. Constructive criticism is much appreciated, just be nice. Enjoy!",Rated: T , English , Sci,/s/13778963/1/Walls-Are-Meant-To-Be-Climbed
A Gamers' Whistle,/static/images/d_60_90.jpg,well let's go,"A Gamer lands in the Marvel Universe. Cliche. A Gamer is forced into the Ranger role. Less Cliche. A Gamer, with the Ranger Class, is given The Gates of Gilgamesh skill. Isn't this just a story of... a brutally overpowered monster? *Im writing the first chapter at the moment, wrote this before actually writing it and didnt know I needed a document to place in it.",Rated: T , English , Fantasy/Adventure ,/s/13904639/1/A-Gamers-Whistle
The Day I Died in San Juan,/static/images/d_60_90.jpg,The Day I Died in San Juan,Hiding in Old San Juan our hero still can't seem to stay out of trouble. Probably why he had to die.,Rated: T , English , Crime/Adventure ,/s/13922026/1/The-Day-I-Died-in-San-Juan
Marvel Fan Fiction,/static/images/d_60_90.jpg,NewbieGuy,"After a boring death on the hospital bed, Edric found himself floating in dark place with no idea what's going on. Actually I have no idea either. So, let's find out where Edric is taking us. WARNINGS: - Short Chapters - Grammar Errors and possibly some potholes. I am happy to correct them if you tell me, though. - The story may include elements of other stories I have read. Don'",Rated: T , English , Fantasy/Sci,/s/13921907/1/Marvel-Fan-Fiction
New Recruit,/static/images/d_60_90.jpg,New Recruit,Fury decides the team needs a new recruit. As the team searches for this new recruit some old secrets and relationships will be revealed. Who is this recruit and why are they so important. Contains cursing. Tws will be added as necessary.,Rated: T , English , Hurt/Comfort/Romance ,/s/13908426/1/New-Recruit
Useful,/static/images/d_60_90.jpg,Useful,"Loki, the trickster of Asgard, has a conversation with Hermes, the trickster of Olympus.",Rated: K , English , Chapters: 1 ,/s/13920958/1/Useful
babysitters,/static/images/d_60_90.jpg,genesbolly,"Nat can't handle baby Nate on her own, so she enlists help from a certain super soldier.",Rated: T , English , Romance/Family ,/s/13920410/1/babysitters
The Scarlet Devil,/static/images/d_60_90.jpg,inkboyjay.doc,Uhhhh. An AU where the scarlet witch is a dude and also Mephisto’s son? I don’t even know anymore tbh,Rated: T , English , Adventure/Tragedy ,/s/13919823/1/The-Scarlet-Devil
Indonesian Dream: Time Travel to 1918,/static/images/d_60_90.jpg,nandaarjos,"Placed on Marvel because many tecnology based on MCU. This is time travel fanfiction, an Indonesian who build new Indonesia with his power changing the history.",Rated: T , English , Sci,/s/13919433/1/Indonesian-Dream-Time-Travel-to-1918
Snow and Sun,/static/images/d_60_90.jpg,Snow and Sun,"An alternate version of the Marvel Cinematic Universe, Loki, god of mischief, falls in love and has a child. His lover, a servant named Runa, seems to be the only Asgardian who understands Loki and his feelings while also sharing a love for their unborn daughter. The events of the MCU are now shaped around this little family through their highest and lowest points.",Rated: T , English , Romance/Drama ,/s/13296178/1/Snow-and-Sun
Noble Six's Imperious: Rise of the Empire Trailer,/static/images/d_60_90.jpg,Noble Six's Imperious: Rise of the Empire Trailer,"(For Noble Six) This is the trailer of a Foe from Vixen, who might have more of a reason for his present attitude and reactions when one looks into his past",Rated: T , English , Chapters: 1 ,/s/13918590/1/Noble-Six-s-Imperious-Rise-of-the-Empire-Trailer
Marvelous Stupidity,/static/images/d_60_90.jpg,Marvelous Stupidity,Just another typical night in Manhattan for the Marvel superheroes.,Rated: T , English , Supernatural/Humor ,/s/10916108/1/Marvelous-Stupidity
Toast,/static/images/d_60_90.jpg,Wario the TableMan,Tony becomes a star while Bruce goes green.,Rated: K+ , English , Suspense/Sci,/s/13916889/1/Toast
Barney Stooge,/static/images/d_60_90.jpg,JK1701,Bang Bang followed his heart. But he seemed to be on the supply end of crime.,Rated: K , English , Chapters: 1 ,/s/13915888/1/Barney-Stooge
