title,picture,author,synopsis,classement,language,genre,link_fanfic
No Regrets,/static/images/d_60_90.jpg,WindSerpent,"What if in another universe, Logan had a family of his own and settled down? These few chapters explores his new daily life living in rural Canada. NOTE: I will add more chapters when I feel like it.",Rated: K+ , English , Family ,/s/13554334/1/No-Regrets
Marvel Special: Cult of Mutation,/static/images/d_60_90.jpg,Marvel Special: Cult of Mutation,"(Do not own; a holiday gift to my teammates) The Marvel Secret Heroes and other Avengers must find out about a new threat, one of which even the leader does not know is causing harm.",Rated: T , English , Adventure/Mystery ,/s/13755860/1/Marvel-Special-Cult-of-Mutation
Be Like You,/static/images/d_60_90.jpg,Be Like You,What if Peter made the final snap instead of Tony. (Not my idea but it is my story),Rated: K+ , English , Angst/Hurt/Comfort ,/s/13379671/1/Be-Like-You
Far Beyond the Galaxies,/static/images/d_60_90.jpg,Fire hair - Cabelo de Fogo,"When Galactus comes to earth determined to fulfill his desire, he finds himself dragged by a force that he cannot face, but that force will not destroy him, but change his life for all eternity.",Rated: T , English , Romance ,/s/13772164/1/Far-Beyond-the-Galaxies
Honor Among Thieves,/static/images/d_60_90.jpg,capmaverick,"Clint Barton was lost. Alone and broken. Walking a path he knew would end in blood – his blood. He never expected the miracle that was the man who called himself Agent Phil Coulson from SHIELD. He never could have been prepared for the offer of a new beginning. Clint Barton never thought he was worth saving – but, then again, Phil Coulson never was one to give up easy.",Rated: T , English , Drama/Angst ,/s/13722099/1/Honor-Among-Thieves
Stucky One-Shots Fluff,/static/images/d_60_90.jpg,Stucky One-Shots Fluff,"A mix of marvel one-shots, mostly from prompts from Tumblr and Pinterest. Fluff, and angst, rated T because I don't know where it's gonna go. Mostly Stucky, may have some other characters later. Focuses mostly on the relationship between Steve and Bucky. Bucky recuperation, regaining memories. Also has some fun little moments from living together in the Avengers Headquarters.",Rated: T , English , Humor/Hurt/Comfort ,/s/13538331/1/Stucky-One-Shots-Fluff
Living on the Other Side of Dying,/static/images/d_60_90.jpg,orsa-verba,"[ A companion to It's Not Redemption if You're Dead ] Of the things that made up Peter Benjamin Parker, only four really mattered. [ QuinPeter / Spiderio ]",Rated: K+ , English , Romance/Adventure ,/s/13765767/1/Living-on-the-Other-Side-of-Dying
Avengers High,/static/images/d_60_90.jpg,Ehmba,"Avengers AU where the original six is in the spotlight. The each have some problems of their own, but they get through it together.",Rated: T , English , Friendship/Hurt/Comfort ,/s/13520302/1/Avengers-High
The Legacy,/static/images/d_60_90.jpg,TheLegacy1234,Part of the Legacy Verse.,Rated: T , English , Adventure/Sci,/s/13740202/1/The-Legacy
Jason Fuller & The Elementals: The Stones Of Olympus (Book 1),/static/images/d_60_90.jpg,Jason Fuller & The Elementals: The Stones Of Olympus (Book 1),"This story is about the adventures of a young mutant named Jason Fuller and his friends as they embark on a journey to save the world from Doctor Doom and the Masters of Evil. Lives will be changed, destinies will be fought, ancient magic will resurface, and for Jason, a question that has plagued him since his parents death, about what it truly means to be a hero, will be answered.",Rated: T , English , Adventure/Fantasy ,/s/10895540/1/Jason-Fuller-The-Elementals-The-Stones-Of-Olympus-Book-1
A Proposal ( of sorts ),/static/images/d_60_90.jpg,orsa-verba,"""And why,"" he asked, with far more patience than the young man standing mostly naked in his kitchen probably warranted. ""Do I have an engagement ring on?"" ( A companion piece to 'In Defense of the Vile' )",Rated: K+ , English , Romance/Crime ,/s/13756417/1/A-Proposal-of-sorts
